,Date,Regular,Diesel
0,2022-08-29,3.85,5.06
1,2022-08-30,5.065140370259947,4.157748979009929
2,2022-08-31,4.9216517916169416,6.662134497818386
3,2022-09-01,3.142837396280647,3.7411553471367363
4,2022-09-02,0.3785600772019535,3.697527742738302
5,2022-09-03,1.4298740920537556,0.3996365547638163
6,2022-09-04,4.907353145119867,5.6019135030543294
7,2022-09-05,3.79,5.07
8,2022-09-06,2.116271321934592,3.1330949538615456
9,2022-09-07,2.8105835221476,6.539847847694438
10,2022-09-08,2.3418482630872277,5.140285018983634
11,2022-09-09,5.457423034921563,7.900681054238015
12,2022-09-10,3.5549661900256275,5.83713215147889
13,2022-09-11,4.560958971166902,6.9338706580925145
14,2022-09-12,3.72,5.01
15,2022-09-13,3.8804490125365105,5.1762390391412945
16,2022-09-14,5.50519296865304,3.205297154722552
17,2022-09-15,4.364009054642121,4.301680004435033
18,2022-09-16,1.454189967944218,6.930856561059411
19,2022-09-17,6.503967588011796,4.974481884523296
20,2022-09-18,6.629710284963771,3.118355850008962
21,2022-09-19,3.68,4.95
22,2022-09-20,1.7380830775984673,8.324386398547468
23,2022-09-21,2.9478085459286163,7.370209408155284
24,2022-09-22,3.25295731752993,5.795866075517799
25,2022-09-23,7.209999422275643,8.715091605780582
26,2022-09-24,3.4312431387926092,5.708355927966199
27,2022-09-25,6.419733010291264,3.8712258062306586
28,2022-09-26,3.73,4.9
29,2022-09-27,4.4572921172929085,4.94286662970594
30,2022-09-28,5.120792380062719,4.525456276797236
31,2022-09-29,3.020352489603249,2.8739507922219016
32,2022-09-30,1.406364536455769,4.330422048386324
33,2022-10-01,3.415946062801424,4.594917584473422
34,2022-10-02,2.7160259745825512,3.7951015395220447
35,2022-10-03,3.8,4.87
36,2022-10-04,1.2329864660281995,5.951320282736118
37,2022-10-05,7.58296016881239,5.63301429952633
38,2022-10-06,5.827743070219339,2.9707981092606044
39,2022-10-07,2.235459272880091,6.244387906055657
40,2022-10-08,4.570973338698219,3.6706876991355646
41,2022-10-09,3.125992216688665,5.9757746258655215
42,2022-10-10,3.92,5.06
43,2022-10-11,5.580038872644001,3.446702996218509
44,2022-10-12,0.5090069064735765,4.302249716718135
45,2022-10-13,3.783337150730138,4.9149098386653325
46,2022-10-14,3.261439794629581,5.463743109539171
47,2022-10-15,5.2127165788598955,5.545794837600743
48,2022-10-16,3.7772948840780693,5.952366087979844
49,2022-10-17,3.89,5.28
50,2022-10-18,0.7758788493026647,4.409545148809856
51,2022-10-19,2.6652010372358763,6.5901141911206835
52,2022-10-20,3.3446169753421904,5.660526633139964
53,2022-10-21,5.592352217722817,5.765980973422012
54,2022-10-22,2.454972981200302,5.406954687614288
55,2022-10-23,6.808328479744169,4.9810694712019865
56,2022-10-24,3.79,5.33
57,2022-10-25,4.296460793949939,2.4281157949837353
58,2022-10-26,2.3279825642097496,3.357989454322322
59,2022-10-27,2.9686615031909733,5.762179566336183
60,2022-10-28,1.946119776377738,7.998040724981861
61,2022-10-29,4.736650692261003,3.1609606611689527
62,2022-10-30,3.3924552310993343,6.246687426037262
63,2022-10-31,3.76,5.31
64,2022-11-01,3.763590941112208,5.349922505807685
65,2022-11-02,3.5390169219587713,4.790896454325896
66,2022-11-03,5.876599513376448,5.604755346053951
67,2022-11-04,4.007851203608639,5.481493573202666
68,2022-11-05,3.2834330528663402,3.2553144987132043
69,2022-11-06,5.977579752592246,5.299154380909486
70,2022-11-07,3.8,5.34
71,2022-11-08,3.0649065162617717,5.12579231805649
72,2022-11-09,3.38105987796606,5.154078889380777
73,2022-11-10,4.25140580855236,5.499826532385176
74,2022-11-11,4.377705450989768,6.0916645235664415
75,2022-11-12,2.764799740501666,2.9860561122236864
76,2022-11-13,2.2507377273341977,6.259229013636736
77,2022-11-14,3.77,5.36
78,2022-11-15,2.8194500041614274,2.7943085744147487
79,2022-11-16,3.153200279827206,5.282593846729329
80,2022-11-17,5.0022555034460545,4.918594800625494
81,2022-11-18,4.956434437047709,4.0370451499657065
82,2022-11-19,1.693459581096301,3.556948370049641
83,2022-11-20,2.1916704352962095,3.274476803592123
84,2022-11-21,3.66,5.3
85,2022-11-22,4.984353555154932,3.218844688766675
86,2022-11-23,3.3776425341251812,4.633768951322242
87,2022-11-24,3.217203865120706,6.789749259858291
88,2022-11-25,5.300689018357915,6.217598101014637
89,2022-11-26,1.6064230062853395,6.772089717784867
90,2022-11-27,4.936750427661529,6.542643437617601
91,2022-11-28,3.55,5.22
92,2022-11-29,3.776615238399968,5.520937817131144
93,2022-11-30,3.4264390164061975,6.331319208021273
94,2022-12-01,4.664385520159774,5.720699110852768
95,2022-12-02,3.606846003715141,4.0653001577605865
96,2022-12-03,1.471024781235259,4.365531596753632
97,2022-12-04,2.105131823536222,4.750982334623744
98,2022-12-05,3.4,5.08
