,Date,Regular,Diesel
0,2022-08-29,3.85,5.06
1,2022-08-30,1.8176027869709528,5.527556219444951
2,2022-08-31,3.602148946608798,4.584840415045472
3,2022-09-01,5.311389294038474,9.715714008884328
4,2022-09-02,3.9613425659886143,6.317864247830515
5,2022-09-03,2.9684471828662327,6.306091627749336
6,2022-09-04,5.937459993035409,6.0231105647663465
7,2022-09-05,3.79,5.07
8,2022-09-06,3.6141597417876223,6.19452909330691
9,2022-09-07,4.5431005896892,6.126670122140458
10,2022-09-08,3.2296704221707575,4.748560930524097
11,2022-09-09,1.3369531792656053,5.55309746900785
12,2022-09-10,3.9419796819152593,8.753871735751938
13,2022-09-11,2.8047963761389894,5.020451974511963
14,2022-09-12,3.72,5.01
15,2022-09-13,4.367530985546918,4.334872435942476
16,2022-09-14,4.192246081601076,5.72261652084068
17,2022-09-15,4.688186487102541,5.92583026849916
18,2022-09-16,3.0945146539343487,7.022105201313181
19,2022-09-17,2.03851211343978,4.4563700849031465
20,2022-09-18,5.2688660583586024,2.21526725071212
21,2022-09-19,3.68,4.95
22,2022-09-20,2.445538148759409,4.716743155352492
23,2022-09-21,4.5689180279423836,6.159750329464071
24,2022-09-22,4.903682866595162,0.2926450032030221
25,2022-09-23,4.712496601171984,4.679227762410722
26,2022-09-24,6.004394072072939,6.698177219045467
27,2022-09-25,5.178606265506982,3.2385660506761065
28,2022-09-26,3.73,4.9
29,2022-09-27,2.2739338968008367,5.646509276766789
30,2022-09-28,5.718526664867889,4.027117494706165
31,2022-09-29,5.255069630982162,6.68735350663078
32,2022-09-30,2.241750201003918,3.474702742495206
33,2022-10-01,5.165258223208328,3.9159590040266092
34,2022-10-02,4.089141863055053,5.251667150973075
35,2022-10-03,3.8,4.87
36,2022-10-04,4.697811610085957,3.5727707482645825
37,2022-10-05,5.944189508738877,5.809839448914546
38,2022-10-06,2.2377737077110362,-0.4821017552984559
39,2022-10-07,3.77755383926734,5.6824945207139805
40,2022-10-08,3.0357701472319887,4.7535795237654535
41,2022-10-09,7.777377645884497,5.4876160816511215
42,2022-10-10,3.92,5.06
43,2022-10-11,1.7167228064536104,4.556862054083927
44,2022-10-12,3.5343695450827077,4.743194724379148
45,2022-10-13,4.472036829199304,6.5143815988691065
46,2022-10-14,2.260957388151665,2.4453704763140984
47,2022-10-15,4.3444337131347055,7.732936695353262
48,2022-10-16,2.7889647402699236,4.10940463671657
49,2022-10-17,3.89,5.28
50,2022-10-18,3.62634528466754,7.115335036660966
51,2022-10-19,5.07094598325976,5.3685263178368805
52,2022-10-20,5.307429695573467,5.238688372396786
53,2022-10-21,2.3213226738115686,4.538600071167382
54,2022-10-22,4.148070409613722,8.530171928857119
55,2022-10-23,3.766195940913331,6.61176796638626
56,2022-10-24,3.79,5.33
57,2022-10-25,2.289844533242048,5.051819954240969
58,2022-10-26,4.838919855057258,6.582137281045787
59,2022-10-27,2.3620766458149256,5.574293502949485
60,2022-10-28,2.0755332891371427,2.8634133805656465
61,2022-10-29,2.905727474441272,6.548793130868054
62,2022-10-30,4.781138593197793,5.33125210426267
63,2022-10-31,3.76,5.31
64,2022-11-01,5.5398598267324335,1.4166789290326234
65,2022-11-02,6.923971351812734,4.8268008248789265
66,2022-11-03,4.928170415708011,6.548514491588252
67,2022-11-04,2.191828364877596,4.831792337334898
68,2022-11-05,6.219308684085786,5.1213013662092
69,2022-11-06,5.312252567604272,4.4022566074025615
70,2022-11-07,3.8,5.34
71,2022-11-08,2.5533004230770935,5.610098661061204
72,2022-11-09,5.117470698586897,6.08677101181933
73,2022-11-10,4.79453602309497,7.782025233895446
74,2022-11-11,4.296530592714638,4.809099179705084
75,2022-11-12,4.9787102608497005,5.924749542626639
76,2022-11-13,5.700755765117701,4.523796029466432
77,2022-11-14,3.77,5.36
78,2022-11-15,3.61663927230528,6.065099101661215
79,2022-11-16,4.040466619236108,7.676311612049644
80,2022-11-17,0.908411125619009,1.3028607252795386
81,2022-11-18,2.557208211525408,3.3505663843789186
82,2022-11-19,5.057977619174843,6.578761735331648
83,2022-11-20,3.4342744805649743,2.9220711319247865
84,2022-11-21,3.66,5.3
85,2022-11-22,3.5958585274153423,5.293420556876448
86,2022-11-23,3.032908459236144,6.08172879123236
87,2022-11-24,3.2263079608338523,6.95498991811535
88,2022-11-25,4.127353951693916,4.494980816370661
89,2022-11-26,3.8714264214218717,4.69326849977256
